Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
10,BUZAU,BZ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,12,,ȘERBAN,ADRIANA,S,2,BZROACTȘERBAN
25,ILFOV,IF,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,7,,STRINU,ADRIANA,S,1,IFPSDUSTRINU
39,VASLUI,VS,FORȚA DREPTEI,FDREPTEI,F,6,,TOMA,ADRIANA,CD,2,VSFDREPTEITOMA
7,BOTOSANI,BT,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,14,,TOPALAGĂ,ADRIANA,CD,2,BTPNCRTOPALAGĂ
32,SATU MARE,SM,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,17,,JOLTEA,ADRIANA-ALEXANDRINA,S,2,SMS.O.S. ROJOLTEA
19,GIURGIU,GR,PATRIOȚII POPORULUI ROMÂN,PPR,F,12,,POPA,ADRIANA-ALIS,CD,1,GRPPRPOPA
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,9,,PANTEA,ADRIANA-ANA,CD,1,diasporaPSDUPANTEA
11,CARAS-SEVERIN,CS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,SZOKTOR,ADRIANA-BETTINA,CD,5,CSUDMRSZOKTOR
20,GORJ,GJ,PARTIDUL NAȚIONAL LIBERAL,PNL,F,4,,RĂDOI,ADRIANA-CRISTINA,S,3,GJPNLRĂDOI
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,TUȘA,ADRIANA-DIANA,CD,5,BPSDTUȘA
5,BIHOR,BH,FORȚA DREPTEI,FDREPTEI,F,3,,CINCEA,ADRIANA-DUMITRANA-VLADIMIRA,S,4,BHFDREPTEICINCEA
8,BRASOV,BV,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,ADAM,ADRIANA-ELENA,CD,10,BVPSDADAM
4,BACAU,BC,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,4,,GĂLBEAZĂ,ADRIANA-ELENA,CD,13,BCAURGĂLBEAZĂ
35,SUCEAVA,SV,FORȚA DREPTEI,FDREPTEI,F,5,,MALANCIUC,ADRIANA-FLORENTINA,CD,5,SVFDREPTEIMALANCIUC
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,ANTIPA,ADRIANA-LARISA,S,7,BPSDANTIPA
5,BIHOR,BH,PATRIOȚII POPORULUI ROMÂN,PPR,F,19,,ȘTEFEA,ADRIANA-LAURA,CD,6,BHPPRȘTEFEA
25,ILFOV,IF,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,6,,AHCIARLIU-KYRIAKIDIS,ADRIANA-LIUBA,CD,5,IFAURAHCIARLIU-KYRIAKIDIS
16,DAMBOVITA,DB,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,19,,TUDORIE,ADRIANA-LORENA,S,3,DBPNCRTUDORIE
13,CLUJ,CJ,PARTIDUL OAMENILOR TINERI,POT,F,11,,SUCUTURDEAN,ADRIANA-LUMINIȚA,S,2,CJPOTSUCUTURDEAN
32,SATU MARE,SM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,11,,KUSZNIRUK,ADRIANA-MARIA,S,3,SMROACTKUSZNIRUK
13,CLUJ,CJ,PARTIDUL NAȚIONAL LIBERAL,PNL,F,4,,MANU,ADRIANA-MARIA,CD,9,CJPNLMANU
34,SIBIU,SB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,5,,DINCĂ,ADRIANA-MIOARA,CD,6,SBAURDINCĂ
37,TIMIS,TM,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,18,,GOLEȚ,ADRIANA-ROXANA,CD,10,TMANCGOLEȚ
14,CONSTANTA,CT,PARTIDUL NAȚIONAL LIBERAL,PNL,F,5,,CÂMPEANU,ADRIANA-TEODORA,S,3,CTPNLCÂMPEANU
35,SUCEAVA,SV,UNIUNEA SALVAȚI ROMÂNIA,USR,F,4,,CRĂIUȚ,ADRIANA-VALERICA,S,2,SVUSRCRĂIUȚ
21,HARGHITA,HR,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,12,,KURCSI,ADRIANA-VIRGINIA,CD,1,HRDREPTKURCSI
14,CONSTANTA,CT,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,RĂDUȘ,AFILIE-IONUȚ,CD,2,CTPRSRĂDUȘPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
42,Bucuresti,B,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,SZABÓ,ÁGNES,CD,18,BUDMRSZABÓ
16,DAMBOVITA,DB,PARTIDUL SOCIAL DEMOCRAT,PSD,F,1,,ERICH,AGNES-TEREZIA,CD,7,DBPSDERICH
15,COVASNA,CV,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,1,,KONDOR,ÁGOTA,S,2,CVUDMRKONDOR
25,ILFOV,IF,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,20,,KANAAN,AHMAD,CD,2,IFSENSKANAAN
18,GALATI,GL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,16,,BACIU,AIDA-ELENA,S,1,GLDREPTBACIU
9,BRAILA,BR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,BOGOS,ÁKOS,CD,1,BRUDMRBOGOS
12,CALARASI,CL,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,2,,BORSI,ÁKOS,CD,4,CLUDMRBORSI
38,TULCEA,TL,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,17,,DEÁK,ÁKOS,CD,3,TLANCDEÁK
43,Diaspora,diaspora,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,DERZSI,ÁKOS,CD,1,diasporaUDMRDERZSI
15,COVASNA,CV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,BENKŐ,ALADÁR,S,2,CVPNCRBENKŐ
31,PRAHOVA,PH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,DERZSI,ALBERT,CD,5,PHUDMRDERZSI
16,DAMBOVITA,DB,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,20,,MARINA,ALBERT-FLORIAN,S,1,DBANCMARINA
16,DAMBOVITA,DB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,9,,SAFTA,ALBERT-MARIAN,CD,7,DBROACTSAFTA
24,IASI,IS,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,9,,ANTON,ALBERTICO-MIHAI,CD,5,ISROACTANTON
34,SIBIU,SB,FORȚA DREPTEI,FDREPTEI,M,4,,RUSANDA,ALEC-GEORGE,S,3,SBFDREPTEIRUSANDA
4,BACAU,BC,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,12,,PALAGHIAN,ALECSANDRA - IOANA,CD,2,BCPSDIPALAGHIAN
18,GALATI,GL,ROMÂNIA SOCIALISTĂ,PRS,M,11,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,STROE,ALECU,CD,7,GLPRSSTROEPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
11,CARAS-SEVERIN,CS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,13,,SUCIU,ALEX-GHEORGHE-SORIN,S,1,CSPSDUSUCIU
37,TIMIS,TM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,11,,MUȘUROI,ALEX-STEFAN,CD,5,TMADNMUȘUROI
9,BRAILA,BR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,16,,CHIRIAC,ALEXANDR,CD,2,BRS.O.S. ROCHIRIAC
9,BRAILA,BR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,13,,AVRAM,ALEXANDRA,S,2,BRPNCRAVRAM
23,IALOMITA,IL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,14,,BĂDIȚĂ,ALEXANDRA,CD,2,ILROACTBĂDIȚĂ
35,SUCEAVA,SV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,3,,BRĂTEANU,ALEXANDRA,CD,7,SVAURBRĂTEANU
29,NEAMT,NT,FORȚA DREPTEI,FDREPTEI,F,5,,CALFA,ALEXANDRA,CD,10,NTFDREPTEICALFA
42,Bucuresti,B,PATRIOȚII POPORULUI ROMÂN,PPR,F,10,,COJOCARU,ALEXANDRA,CD,2,BPPRCOJOCARU
8,BRASOV,BV,UNIUNEA SALVAȚI ROMÂNIA,USR,F,1,,COLIBAN,ALEXANDRA,CD,4,BVUSRCOLIBAN
7,BOTOSANI,BT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,5,,FEHÉR,ALEXANDRA,CD,6,BTUDMRFEHÉR
7,BOTOSANI,BT,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,HUȚU,ALEXANDRA,S,2,BTPSDHUȚU
18,GALATI,GL,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,9,,NEAGU,ALEXANDRA,CD,4,GLANCNEAGU
35,SUCEAVA,SV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,18,,POTOP,ALEXANDRA,CD,11,SVPNCRPOTOP
17,DOLJ,DJ,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,PRESURĂ,ALEXANDRA,S,1,DJPSDPRESURĂ
43,Diaspora,diaspora,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,13,,PRODEA-OPRIȘ,ALEXANDRA,CD,5,diasporaANCPRODEA-OPRIȘ
5,BIHOR,BH,PATRIOȚII POPORULUI ROMÂN,PPR,F,19,,RITZ,ALEXANDRA,S,5,BHPPRRITZ
38,TULCEA,TL,PARTIDUL OAMENILOR TINERI,POT,F,18,,SALOMIE,ALEXANDRA,CD,3,TLPOTSALOMIE
13,CLUJ,CJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,5,,ȘTEFĂNESCU,ALEXANDRA,CD,7,CJAURȘTEFĂNESCU
41,VRANCEA,VN,UNIUNEA SALVAȚI ROMÂNIA,USR,F,5,,TĂTARU,ALEXANDRA,S,1,VNUSRTĂTARU
24,IASI,IS,PARTIDUL ECOLOGIST ROMÂN,PER,F,17,,VARGANICI,ALEXANDRA,CD,3,ISPERVARGANICI
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,ZARĂ,ALEXANDRA-ANA-MARIA,CD,22,BPSDZARĂ
42,Bucuresti,B,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,8,,BERTALAN-PĂCURARU,ALEXANDRA-BEATRICE,S,1,BADNBERTALAN-PĂCURARU
23,IALOMITA,IL,ROMÂNIA SOCIALISTĂ,PRS,F,7,PARTIDUL SOCIALIST ROMÂN,COSTACHE,ALEXANDRA-BIANCA,CD,5,ILPRSCOSTACHEPARTIDUL SOCIALIST ROMÂN
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,23,,CRISTEA,ALEXANDRA-CRISTINA,CD,31,BPSDICRISTEA
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,10,,GRUMEZESCU,ALEXANDRA-DANIELA,S,3,PHPSDIGRUMEZESCU
32,SATU MARE,SM,ROMÂNIA SOCIALISTĂ,PRS,F,16,PARTIDUL SOCIALIST ROMÂN,IOVU,ALEXANDRA-DANIELA,CD,3,SMPRSIOVUPARTIDUL SOCIALIST ROMÂN
24,IASI,IS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,21,,COJOCARU,ALEXANDRA-DIANA,S,4,ISPNCRCOJOCARU
37,TIMIS,TM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,1,,CRUȚAN,ALEXANDRA-ELENA,CD,9,TMAURCRUȚAN
17,DOLJ,DJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,1,,STANCIU,ALEXANDRA-ELISA,S,5,DJAURSTANCIU
6,BISTRITA-NASAUD,BN,UNIUNEA SALVAȚI ROMÂNIA,USR,F,5,,ORBAN,ALEXANDRA-FLORINA,CD,3,BNUSRORBAN
24,IASI,IS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,8,,CIOBANU,ALEXANDRA-GABRIELA,CD,3,ISANCCIOBANU
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,2,,BAKAJ,ALEXANDRA-GEORGIANA-ANDREEA,CD,14,BAURBAKAJ
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,11,,CIOARA,ALEXANDRA-IOANA,CD,11,BHPSDUCIOARA
8,BRASOV,BV,PARTIDUL SOCIAL DEMOCRAT,PSD,F,2,,CRIVINEANU,ALEXANDRA-IOANA,CD,5,BVPSDCRIVINEANU
13,CLUJ,CJ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,17,,HOLOM,ALEXANDRA-IOANA,CD,4,CJREPERHOLOM
26,MARAMURES,MM,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,10,,MARINESCU,ALEXANDRA-IOANA,S,2,MMREPERMARINESCU
6,BISTRITA-NASAUD,BN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,9,,NISTOR,ALEXANDRA-IOANA,CD,5,BNPNCRNISTOR
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT,PSD,F,5,,PĂDURARIU,ALEXANDRA-IULIANA,CD,14,ISPSDPĂDURARIU
29,NEAMT,NT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,9,,POSTOLACHE,ALEXANDRA-LAVINIA,CD,7,NTPSDIPOSTOLACHE
25,ILFOV,IF,PARTIDUL NAȚIONAL LIBERAL,PNL,F,1,,MARIA,ALEXANDRA-LIANA,CD,7,IFPNLMARIA
38,TULCEA,TL,ROMÂNIA SOCIALISTĂ,PRS,F,16,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,DIANU,ALEXANDRA-MARIA,CD,2,TLPRSDIANUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
9,BRAILA,BR,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,7,,POPESCU,ALEXANDRA-MARIA,S,2,BRANCPOPESCU
14,CONSTANTA,CT,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,11,,CARATĂ,ALEXANDRA-MIHAELA,CD,2,CTANCCARATĂ
30,OLT,OT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,13,,IVAN,ALEXANDRA-MIHAELA,CD,6,OTPSDIIVAN
14,CONSTANTA,CT,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,F,17,,NĂSTASE,ALEXANDRA-MIHAELA,CD,2,CTSENSNĂSTASE
23,IALOMITA,IL,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,MATEI,ALEXANDRA-MIRONA,CD,4,ILPSDMATEI
12,CALARASI,CL,UNIUNEA SALVAȚI ROMÂNIA,USR,F,3,,OPREA,ALEXANDRA-OANA,S,2,CLUSROPREA
2,ARAD,AR,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,8,,ISPRAVNIC,ALEXANDRE-VICTOR,CD,1,ARSENSISPRAVNIC
7,BOTOSANI,BT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,10,,MOISEEV,ALEXANDRIN,CD,1,BTS.O.S. ROMOISEEV
36,TELEORMAN,TR,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,10,,CIOCÂLTEANU,ALEXANDRINA,CD,4,TRANCCIOCÂLTEANU
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,8,,LAZA,ALEXANDRINA,S,1,BHPSDILAZA
4,BACAU,BC,PARTIDUL SOCIAL DEMOCRAT,PSD,F,5,,SCORȚANU,ALEXANDRINA,CD,11,BCPSDSCORȚANU
38,TULCEA,TL,PATRIOȚII POPORULUI ROMÂN,PPR,F,15,,SILVESTRU,ALEXANDRINA,CD,4,TLPPRSILVESTRU
3,ARGES,AG,PARTIDUL NAȚIONAL LIBERAL,PNL,F,4,,STANCIU,ALEXANDRINA,CD,9,AGPNLSTANCIU
13,CLUJ,CJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,9,,URCAN,ALEXANDRINA,S,6,CJS.O.S. ROURCAN
33,SALAJ,SJ,PARTIDUL OAMENILOR TINERI,POT,F,14,,PINTEA,ALEXANDRINA-ANAMARIA,CD,2,SJPOTPINTEA
8,BRASOV,BV,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,8,,GRANCEA,ALEXANDRINA-GHIORGHIȚA,CD,1,BVANCGRANCEA
7,BOTOSANI,BT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,10,,AMITITELOAIE,ALEXANDRU,S,1,BTS.O.S. ROAMITITELOAIE
2,ARAD,AR,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,11,,ANGHELIN,ALEXANDRU,CD,7,ARROACTANGHELIN
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,BAICU-CIUDIN,ALEXANDRU,CD,14,BPNLBAICU-CIUDIN
24,IASI,IS,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,BOBOC-COJOCARU,ALEXANDRU,CD,13,ISAURBOBOC-COJOCARU
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,BOLOGAN,ALEXANDRU,S,9,BPNLBOLOGAN
18,GALATI,GL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,BORDIAN,ALEXANDRU,CD,1,GLAURBORDIAN
6,BISTRITA-NASAUD,BN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,15,,BUHAI,ALEXANDRU,CD,2,BNREPERBUHAI
17,DOLJ,DJ,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,BULMACI,ALEXANDRU,S,3,DJUSRBULMACI
10,BUZAU,BZ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,BURLACU,ALEXANDRU,S,5,BZPNLBURLACU
30,OLT,OT,FORȚA DREPTEI,FDREPTEI,M,3,,CALANGIU,ALEXANDRU,CD,2,OTFDREPTEICALANGIU
37,TIMIS,TM,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,12,,CAPLAT,ALEXANDRU,S,2,TMREPERCAPLAT
16,DAMBOVITA,DB,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,10,,CHIRIȚESCU,ALEXANDRU,S,2,DBROACTCHIRIȚESCU
4,BACAU,BC,FORȚA DREPTEI,FDREPTEI,M,6,,CIBOTARU,ALEXANDRU,S,1,BCFDREPTEICIBOTARU
4,BACAU,BC,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,CIOBANU,ALEXANDRU,S,4,BCUSRCIOBANU
18,GALATI,GL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,COMAN,ALEXANDRU,S,2,GLROACTCOMAN
13,CLUJ,CJ,PARTIDUL SOCIAL DEMOCRAT,PSD,M,1,,CORDOȘ,ALEXANDRU,S,1,CJPSDCORDOȘ
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,COSMA,ALEXANDRU,S,4,MMPSDCOSMA
1,ALBA,AB,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,13,,COSMA,ALEXANDRU,CD,2,ABPNCRCOSMA
22,HUNEDOARA,HD,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,18,,CRISTEAN,ALEXANDRU,CD,7,HDPNCRCRISTEAN
15,COVASNA,CV,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,CUCU,ALEXANDRU,S,2,CVPSDCUCU
23,IALOMITA,IL,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,16,,DAN,ALEXANDRU,CD,2,ILREPERDAN
4,BACAU,BC,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,16,,DÂRLEA,ALEXANDRU,CD,3,BCS.O.S. RODÂRLEA
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,DESCULȚESCU,ALEXANDRU,CD,9,BDREPTDESCULȚESCU
14,CONSTANTA,CT,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,16,,DOBRIN,ALEXANDRU,S,1,CTSENSDOBRIN
14,CONSTANTA,CT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,DOGARU,ALEXANDRU,CD,13,CTAURDOGARU
7,BOTOSANI,BT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,DUMITRIU,ALEXANDRU,CD,3,BTPNLDUMITRIU
38,TULCEA,TL,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,FILIP,ALEXANDRU,S,4,TLPNLFILIP
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,FLOAREA,ALEXANDRU,S,9,BDREPTFLOAREA
29,NEAMT,NT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,18,,GĂLUȘCĂ,ALEXANDRU,CD,2,NTADNGĂLUȘCĂ
17,DOLJ,DJ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,GENTOIU,ALEXANDRU,CD,1,DJROACTGENTOIU
36,TELEORMAN,TR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,19,,GICĂ,ALEXANDRU,S,1,TRS.O.S. ROGICĂ
17,DOLJ,DJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,GÎDĂR,ALEXANDRU,S,2,DJAURGÎDĂR
19,GIURGIU,GR,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE,SENS,M,22,,GOANȚĂ,ALEXANDRU,CD,2,GRSENSGOANȚĂ
28,MURES,MS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,GYÖRGY,ALEXANDRU,S,2,MSPNLGYÖRGY
32,SATU MARE,SM,PARTIDUL NAȚIONAL LIBERAL,PNL,M,6,,HORVAT,ALEXANDRU,CD,7,SMPNLHORVAT
14,CONSTANTA,CT,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIALIST ROMÂN,HUȚULEAC,ALEXANDRU,CD,8,CTPRSHUȚULEACPARTIDUL SOCIALIST ROMÂN
17,DOLJ,DJ,FORȚA DREPTEI,FDREPTEI,M,6,,KOCSIS-CRISTEA,ALEXANDRU,CD,1,DJFDREPTEIKOCSIS-CRISTEA
41,VRANCEA,VN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,LAKATOS,ALEXANDRU,CD,5,VNUDMRLAKATOS
1,ALBA,AB,FORȚA DREPTEI,FDREPTEI,M,3,,LUCA,ALEXANDRU,CD,1,ABFDREPTEILUCA
10,BUZAU,BZ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,MAHOVICI,ALEXANDRU,CD,7,BZAURMAHOVICI
37,TIMIS,TM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,MANE,ALEXANDRU,CD,7,TMAURMANE
17,DOLJ,DJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,MĂNESCU,ALEXANDRU,S,6,DJAURMĂNESCU
42,Bucuresti,B,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,14,,MATEI,ALEXANDRU,S,8,BDREPTMATEI
3,ARGES,AG,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,21,,MICU,ALEXANDRU,CD,6,AGREPERMICU
42,Bucuresti,B,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,MIHAI,ALEXANDRU,CD,18,BUSRMIHAI
15,COVASNA,CV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,10,,MOLNÁR,ALEXANDRU,CD,4,CVS.O.S. ROMOLNÁR
16,DAMBOVITA,DB,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,MUNTEANU,ALEXANDRU,S,2,DBUSRMUNTEANU
41,VRANCEA,VN,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,11,,NEACȘU,ALEXANDRU,S,1,VNANCNEACȘU
23,IALOMITA,IL,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIALIST ROMÂN,OLTEANU,ALEXANDRU,CD,6,ILPRSOLTEANUPARTIDUL SOCIALIST ROMÂN
42,Bucuresti,B,PARTIDUL ECOLOGIST ROMÂN,PER,M,15,,PÂNIȘOARĂ,ALEXANDRU,S,1,BPERPÂNIȘOARĂ
40,VALCEA,VL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,PAPUC,ALEXANDRU,CD,4,VLPSDIPAPUC
43,Diaspora,diaspora,PARTIDUL OAMENILOR TINERI,POT,M,16,,PETRESCU,ALEXANDRU,S,3,diasporaPOTPETRESCU
40,VALCEA,VL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,19,,PETRIȘ,ALEXANDRU,CD,2,VLPNCRPETRIȘ
9,BRAILA,BR,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,POPA,ALEXANDRU,CD,1,BRPNLPOPA
27,MEHEDINTI,MH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,PRISTAVU,ALEXANDRU,CD,6,MHUSRPRISTAVU
1,ALBA,AB,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,RADU,ALEXANDRU,CD,2,ABPNLRADU
16,DAMBOVITA,DB,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,RĂDUȚĂ,ALEXANDRU,CD,8,DBUSRRĂDUȚĂ
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT,PSD,M,5,,RAFILA,ALEXANDRU,CD,1,ISPSDRAFILA
29,NEAMT,NT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,ROMÁN,ALEXANDRU,S,1,NTUDMRROMÁN
35,SUCEAVA,SV,FORȚA DREPTEI,FDREPTEI,M,5,,ROȘU,ALEXANDRU,S,2,SVFDREPTEIROȘU
35,SUCEAVA,SV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,11,,SÂRGHE,ALEXANDRU,CD,12,SVROACTSÂRGHE
23,IALOMITA,IL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,13,,SIMION-BOERIU,ALEXANDRU,CD,2,ILPNCRSIMION-BOERIU
13,CLUJ,CJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,9,,SIPOS,ALEXANDRU,S,2,CJS.O.S. ROSIPOS
